SampleGeneratedData,,,,,,,,,,,,,,,,,
SerialNumber,Test Pass/Fail Status,errCode,TesterID,timeStamp,SOCKET,Vf_LED0_10mA_V,Vf_LED0_20mA_V,Vf_LED1_20mA_V,Vf_LED2_20mA_V,LED0_Ir_20mA_nA,Vj_LED0_20mA_V,NearFieldTest_LED0_5mA_nA,NearFieldTest_LED0_20mA_nA,NearFieldTest_LED1_20mA_nA,NearFieldTest_LED2_Near_20mA_nA,FarFieldTest_LED1_20mA_nA,FarFieldTest_LED2_20mA_nA
NY10A9P7425K62G31,PASS,0,H2,664020048.9,H2,0.576,0.9125,1.2059,0.4384,-0.0424,0.7776,61.5675,146.9288,285.0414,175.902,203.8683,107.8192
NY10A9P7425K62G31,PASS,0,H2,664020135.5,H2,0.576,0.9124,1.2051,0.4383,-0.0486,0.7792,61.3327,146.6706,285.272,176.9573,203.8186,107.9794
A3FGP94N056K212WX,PASS,0,H2,664020686.4,H2,0.576,0.9106,1.2066,0.4383,-0.0518,0.7789,60.7123,144.3326,282.9919,174.3026,203.1469,107.2428
A3FGP94N056K212WX,PASS,0,H2,664020773.3,H2,0.5759,0.9088,1.2067,0.4382,-0.0334,0.7782,60.6874,144.1948,282.7869,174.3026,203.2216,107.2236
A3FGP94N056K212WX,PASS,0,H2,664020859.9,H2,0.5758,0.9106,1.2054,0.4382,-0.031,0.7767,60.6456,144.5626,282.8894,174.4108,203.0101,107.0635
A3FGP94N056K212WX,PASS,0,H2,664020945,H2,0.5758,0.9113,1.2067,0.4382,-0.0386,0.7786,60.9441,143.8367,283.1456,174.9115,203.1469,107.2236
A3FGP94N056K212WX,PASS,0,H2,664021032.8,H2,0.5758,0.9092,1.2065,0.4382,-0.0529,0.7793,60.1686,144.4357,282.4026,174.7132,202.8111,107.294
65QK31NP4ATG09252,PASS,0,H3,664014393.2,H3,0.5777,0.9115,1.2131,0.4403,-0.0553,0.7776,58.4992,144.1487,277.08,167.6035,193.7066,106.3316
65QK31NP4ATG09252,PASS,0,H3,664014478.8,H3,0.5773,0.9146,1.2131,0.44,-0.0773,0.7778,58.6646,144.0169,277.2551,167.7354,193.6085,106.1877
65QK31NP4ATG09252,PASS,0,H3,664014565.1,H3,0.5772,0.9156,1.2125,0.4399,-0.0628,0.7764,58.3273,143.5734,276.9799,167.1073,193.6944,106.0001
65QK31NP4ATG09252,PASS,0,H3,664014650.7,H3,0.5771,0.9145,1.213,0.4398,-0.0522,0.7777,58.5599,143.521,276.8798,167.0677,193.7066,105.9688
65QK31NP4ATG09252,PASS,0,H3,664014737.8,H3,0.5771,0.9166,1.2094,0.4398,-0.0417,0.7787,58.3965,143.5023,276.6297,166.6139,193.4245,106.0689
K25Y214G9003PAN68,PASS,0,H3,664015293.9,H3,0.5764,0.9134,1.2075,0.4387,-0.0496,0.7784,60.2219,149.4509,281.8581,172.6755,194.8353,107.5448
K25Y214G9003PAN68,PASS,0,H3,664015380.5,H3,0.5762,0.9165,1.2114,0.4386,-0.0631,0.7777,60.241,149.704,282.0082,172.6592,194.7003,107.3322
K25Y214G9003PAN68,PASS,0,H3,664015467.1,H3,0.5762,0.9152,1.2113,0.4386,-0.0756,0.779,60.7424,149.6127,281.8581,173.3995,194.823,107.351
K25Y214G9003PAN68,PASS,0,H3,664015552.9,H3,0.5762,0.9178,1.2116,0.4386,-0.0613,0.7772,60.4344,149.5876,282.2083,172.9791,195.007,107.2697
K25Y214G9003PAN68,PASS,0,H3,664015639.5,H3,0.5762,0.9184,1.2116,0.4386,-0.0444,0.7769,60.5994,149.3247,281.5078,172.8954,194.8353,107.2759
VK30P2DA429514N6G,PASS,0,H3,664016195.1,H3,0.5783,0.9155,1.2101,0.4406,-0.046,0.7773,59.8676,146.5417,277.9055,172.0147,193.4122,106.244
VK30P2DA429514N6G,PASS,0,H3,664016281.6,H3,0.5781,0.9113,1.2145,0.4405,-0.0635,0.7769,59.4093,146.8891,277.7054,171.7479,193.081,106.1752
VK30P2DA429514N6G,PASS,0,H3,664016368.1,H3,0.5781,0.9136,1.2143,0.4405,-0.0636,0.7782,59.7391,147.1262,277.9305,171.5326,193.1668,105.9188
VK30P2DA429514N6G,PASS,0,H3,664016454.6,H3,0.5781,0.9147,1.2126,0.4405,-0.0691,0.7786,59.6208,146.8722,278.4559,171.95,193.13,106.169
VK30P2DA429514N6G,PASS,0,H3,664016540.6,H3,0.5781,0.9112,1.212,0.4405,-0.0614,0.7775,59.58,146.8144,277.8805,171.423,193.1668,106.1627
429G9P2DVN30356K1,PASS,0,H3,664017096.2,H3,0.5778,0.9204,1.2167,0.4401,-0.0485,0.7772,61.4323,153.2208,289.1878,177.1759,199.7546,110.2278
429G9P2DVN30356K1,PASS,0,H3,664017181.5,H3,0.5776,0.9208,1.2145,0.4401,-0.072,0.7784,61.509,152.81,289.1378,177.5004,199.7423,110.3091
429G9P2DVN30356K1,PASS,0,H3,664017267.4,H3,0.5776,0.9207,1.2129,0.44,-0.0676,0.7788,61.2818,153.1211,288.5874,176.6567,199.7178,110.2716
429G9P2DVN30356K1,PASS,0,H3,664017354.8,H3,0.5776,0.922,1.2141,0.44,-0.0699,0.7772,61.6465,152.9329,288.9377,177.5893,199.7178,110.1528
429G9P2DVN30356K1,PASS,0,H3,664017441.6,H3,0.5775,0.9212,1.2145,0.44,-0.0564,0.7769,61.2391,152.8594,288.9377,177.3272,199.865,110.2716
63A9304NP2125Y5KG,PASS,0,H3,664017993.1,H3,0.5763,0.9129,1.2107,0.4384,-0.0793,0.7765,61.0948,152.0022,281.0575,176.5819,194.9825,107.5386
63A9304NP2125Y5KG,PASS,0,H3,664018078.5,H3,0.5761,0.9129,1.2109,0.4383,-0.0702,0.7798,61.5082,152.1013,281.0325,176.5497,194.9457,107.4073
63A9304NP2125Y5KG,PASS,0,H3,664018164.8,H3,0.5761,0.9115,1.2093,0.4383,-0.0671,0.7805,61.1817,151.821,281.0325,175.8068,195.0193,107.3697
63A9304NP2125Y5KG,PASS,0,H3,664018250.6,H3,0.5761,0.9121,1.2076,0.4383,-0.0491,0.7785,61.0388,151.7198,280.9575,176.2006,195.1051,107.5574
63A9304NP2125Y5KG,PASS,0,H3,664018336.9,H3,0.5761,0.9118,1.2071,0.4383,-0.0731,0.7774,60.8563,151.8318,280.5572,175.588,195.0193,107.5198
NY10A9P7425K62G31,PASS,0,H3,664018889.6,H3,0.5762,0.9165,1.2087,0.4383,-0.0779,0.7784,61.497,152.7899,284.0845,176.8714,196.5405,108.5267
NY10A9P7425K62G31,PASS,0,H3,664018977.1,H3,0.576,0.919,1.2094,0.4382,-0.0733,0.7787,61.1932,153.29,283.8844,177.0499,196.2338,108.4704
NY10A9P7425K62G31,PASS,0,H3,664019063.3,H3,0.576,0.9151,1.2078,0.4382,-0.0607,0.7795,61.1432,152.9594,283.9344,176.8993,196.3442,108.5705
NY10A9P7425K62G31,PASS,0,H3,664019150.6,H3,0.5759,0.9167,1.2065,0.4382,-0.0421,0.7759,61.3831,153.1532,283.9844,177.0062,196.381,108.4392
NY10A9P7425K62G31,PASS,0,H3,664019236.9,H3,0.5759,0.9204,1.2074,0.4382,-0.0824,0.7778,62.2712,152.7447,284.0595,176.6859,197.755,108.6393
A3FGP94N056K212WX,PASS,0,H3,664019789.4,H3,0.5759,0.912,1.2123,0.4381,-0.0866,0.7766,60.4305,150.2717,280.5072,174.8497,195.0806,107.6262
A3FGP94N056K212WX,PASS,0,H3,664019876,H3,0.5758,0.9184,1.2119,0.438,-0.0568,0.7755,60.5444,150.4449,280.8074,175.2899,195.0929,107.5824
A3FGP94N056K212WX,PASS,0,H3,664019963.3,H3,0.5758,0.919,1.2147,0.438,-0.042,0.7775,60.1539,149.8451,280.6072,174.1857,195.2033,107.5073
A3FGP94N056K212WX,PASS,0,H3,664020049,H3,0.5758,0.9147,1.2114,0.438,-0.0624,0.7781,60.6737,149.6796,280.7323,174.3761,195.2401,107.7387
A3FGP94N056K212WX,PASS,0,H3,664020135.5,H3,0.5757,0.9187,1.2129,0.438,-0.0606,0.7771,60.5468,150.4351,280.9074,174.6305,195.0806,107.6074
9K4059PG3D16S2N62,PASS,0,H3,664020686.4,H3,0.5774,0.9244,1.2171,0.4394,-0.0474,0.7787,61.2933,152.5391,286.0108,176.1267,197.7795,109.0271
9K4059PG3D16S2N62,PASS,0,H3,664020773.4,H3,0.5772,0.9235,1.2188,0.4393,-0.061,0.7779,60.9408,152.5697,285.6355,176.4199,197.755,108.9207
9K4059PG3D16S2N62,PASS,0,H3,664020859.9,H3,0.5772,0.9231,1.2193,0.4393,-0.0681,0.7776,61.0763,152.4448,285.3603,176.0575,197.9022,108.877
9K4059PG3D16S2N62,PASS,0,H3,664020945,H3,0.5772,0.9234,1.2179,0.4393,-0.0404,0.7771,61.1877,152.4014,285.8106,176.4832,197.6691,108.7519
9K4059PG3D16S2N62,PASS,0,H3,664021032.6,H3,0.5772,0.924,1.2214,0.4393,-0.0531,0.7772,61.1873,152.3295,285.8106,176.3695,197.7059,109.002
63A9304NP2125Y5KG,PASS,0,H7,664014393.2,H7,0.577,0.9116,1.2044,0.4392,-0.0448,0.7785,60.7149,148.6837,277.8688,173.5631,197.6468,108.1857
63A9304NP2125Y5KG,PASS,0,H7,664014478.9,H7,0.5767,0.9112,1.2041,0.439,-0.0031,0.7782,61.0329,148.3923,277.4441,172.9511,197.7938,108.2607
63A9304NP2125Y5KG,PASS,0,H7,664014565,H7,0.5766,0.911,1.204,0.4389,-0.0222,0.7775,60.3578,148.1929,277.3692,172.7647,197.4385,108.2607
63A9304NP2125Y5KG,PASS,0,H7,664014650.7,H7,0.5766,0.911,1.204,0.4389,-0.0338,0.7775,60.4006,148.2752,277.694,173.0555,197.5365,108.3481
63A9304NP2125Y5KG,PASS,0,H7,664014737.8,H7,0.5766,0.911,1.2042,0.4389,-0.0274,0.7797,60.4494,148.2281,277.3942,172.7207,197.512,108.3856
NY10A9P7425K62G31,PASS,0,H7,664015293.8,H7,0.5765,0.9124,1.2047,0.4388,-0.0169,0.7791,60.9113,149.7341,279.9425,173.241,198.6639,109.2038
NY10A9P7425K62G31,PASS,0,H7,664015380.6,H7,0.5764,0.9122,1.2047,0.4387,-0.0435,0.7814,60.8227,149.7454,280.4921,174.9654,199.1173,109.3162
NY10A9P7425K62G31,PASS,0,H7,664015467.1,H7,0.5764,0.9122,1.205,0.4387,-0.0211,0.7783,61.3392,149.7987,280.1424,173.1547,199.3869,109.2725
NY10A9P7425K62G31,PASS,0,H7,664015553,H7,0.5763,0.9123,1.2045,0.4387,-0.0315,0.78,60.3785,148.9984,280.2173,173.1711,198.8477,109.3412
NY10A9P7425K62G31,PASS,0,H7,664015639.5,H7,0.5763,0.9124,1.2046,0.4387,-0.0536,0.7786,60.7157,149.2284,280.4921,173.6573,199.1418,109.2288
A3FGP94N056K212WX,PASS,0,H7,664016195.1,H7,0.5763,0.9108,1.205,0.4386,-0.0453,0.7773,59.6419,146.4324,277.4941,171.0937,197.8551,108.5417
A3FGP94N056K212WX,PASS,0,H7,664016281.4,H7,0.5761,0.9109,1.2046,0.4385,-0.0365,0.7771,60.2948,147.0871,277.2193,171.6628,197.8061,109.2788
A3FGP94N056K212WX,PASS,0,H7,664016368,H7,0.5761,0.9109,1.2046,0.4385,-0.0249,0.7777,60.1437,147.051,278.2686,173.5222,198.1247,108.6292
A3FGP94N056K212WX,PASS,0,H7,664016454.7,H7,0.5761,0.911,1.2044,0.4385,-0.0421,0.779,59.7612,146.662,277.5441,171.3233,198.0512,109.0664
A3FGP94N056K212WX,PASS,0,H7,664016540.7,H7,0.5761,0.9109,1.2045,0.4385,-0.029,0.7784,60.1119,146.853,277.669,171.4927,197.9409,108.7229
9K4059PG3D16S2N62,PASS,0,H7,664017096.1,H7,0.5777,0.9201,1.2115,0.4399,-0.033,0.7787,60.8298,149.3303,281.9912,173.4084,200.5878,109.9533
9K4059PG3D16S2N62,PASS,0,H7,664017181.5,H7,0.5776,0.9213,1.2108,0.4398,-0.0367,0.7777,60.3953,148.8519,282.0161,172.7486,200.3795,110.1844
9K4059PG3D16S2N62,PASS,0,H7,664017267.4,H7,0.5775,0.9241,1.2108,0.4398,-0.0012,0.777,60.6864,149.2166,282.216,173.2881,200.6981,109.8971
9K4059PG3D16S2N62,PASS,0,H7,664017354.8,H7,0.5775,0.9237,1.2109,0.4398,-0.0279,0.7781,60.714,149.1247,281.9912,173.2016,200.3305,109.9721
9K4059PG3D16S2N62,PASS,0,H7,664017441.6,H7,0.5775,0.9243,1.2112,0.4398,-0.0333,0.7782,60.5227,148.9795,282.4159,173.1248,200.551,109.8471
65QK31NP4ATG09252,PASS,0,H7,664017993.1,H7,0.5772,0.9068,1.2059,0.4399,-0.0229,0.7768,57.8738,140.1196,273.6716,163.9999,195.8699,107.3862
65QK31NP4ATG09252,PASS,0,H7,664018078.6,H7,0.5771,0.9067,1.2056,0.4399,-0.0165,0.7804,58.2031,140.4674,273.8964,163.9611,196.3356,107.3363
65QK31NP4ATG09252,PASS,0,H7,664018164.9,H7,0.5771,0.9066,1.2055,0.4399,-0.021,0.7777,57.6928,140.4393,273.7465,163.7571,196.164,107.2738
65QK31NP4ATG09252,PASS,0,H7,664018250.7,H7,0.5771,0.9066,1.2063,0.4399,-0.0339,0.7793,58.0613,140.2817,273.8964,164.0437,196.4704,107.33
65QK31NP4ATG09252,PASS,0,H7,664018336.8,H7,0.5771,0.9065,1.2057,0.4399,-0.0273,0.7768,57.997,140.4481,273.6466,163.7734,196.2866,107.2238
K25Y214G9003PAN68,PASS,0,H7,664018889.7,H7,0.5764,0.9112,1.2041,0.4389,-0.0291,0.7794,59.6611,145.7837,278.0187,169.48,197.365,108.3981
K25Y214G9003PAN68,PASS,0,H7,664018977.1,H7,0.5763,0.9112,1.2043,0.4388,-0.0188,0.7769,59.994,145.7886,278.0687,169.6173,197.3404,108.2045
K25Y214G9003PAN68,PASS,0,H7,664019063.3,H7,0.5763,0.9111,1.2041,0.4388,-0.0305,0.7768,59.9411,145.971,277.9438,169.7345,197.2056,108.117
K25Y214G9003PAN68,PASS,0,H7,664019150.6,H7,0.5763,0.9111,1.2047,0.4388,-0.0326,0.7796,59.6717,146.1737,278.1437,169.7734,196.9728,108.3231
K25Y214G9003PAN68,PASS,0,H7,664019236.9,H7,0.5762,0.9111,1.2042,0.4388,-0.051,0.779,59.7219,145.7032,278.3935,169.7383,197.2179,108.0733
VK30P2DA429514N6G,PASS,0,H7,664019789.4,H7,0.5783,0.909,1.2071,0.4407,-0.0315,0.7785,59.6449,143.8781,274.621,168.8301,195.9925,107.7985
VK30P2DA429514N6G,PASS,0,H7,664019876.1,H7,0.5782,0.9089,1.2071,0.4407,-0.0436,0.7786,59.8118,144.0524,275.0207,169.2596,196.2131,107.6111
VK30P2DA429514N6G,PASS,0,H7,664019963.3,H7,0.5782,0.9089,1.207,0.4407,-0.019,0.7787,59.3318,143.2185,275.4954,170.4894,196.0047,107.3987
VK30P2DA429514N6G,PASS,0,H7,664020049,H7,0.5782,0.909,1.207,0.4407,-0.0295,0.7792,59.3765,143.412,274.8958,168.4736,195.8945,107.5361
VK30P2DA429514N6G,PASS,0,H7,664020135.5,H7,0.5782,0.9089,1.2072,0.4407,-0.0274,0.7785,59.2648,143.1249,274.8458,168.434,195.8822,107.5237
429G9P2DVN30356K1,PASS,0,H7,664020686.4,H7,0.5778,0.9206,1.2095,0.4403,-0.0267,0.7796,60.8707,149.5392,284.4895,173.9151,202.2666,111.3399
429G9P2DVN30356K1,PASS,0,H7,664020773.3,H7,0.5777,0.9207,1.2096,0.4403,-0.0555,0.7791,60.8811,149.7258,285.4139,173.8236,202.2176,111.1276
429G9P2DVN30356K1,PASS,0,H7,664021117,H7,0.5777,0.9208,1.2099,0.4402,-0.056,0.778,60.8081,149.465,284.9392,173.8864,202.3646,111.24
429G9P2DVN30356K1,PASS,0,H7,664020945,H7,0.5777,0.9209,1.2097,0.4402,-0.0323,0.7771,60.6917,149.463,285.0642,173.9845,202.1686,111.0588
429G9P2DVN30356K1,PASS,0,H7,664021032.7,H7,0.5777,0.9209,1.2096,0.4402,-0.0334,0.7774,60.9321,149.7599,285.289,174.1608,201.9357,111.2462
XC0394N49625PK12G,PASS,0,A7,664024777.2,A7,0.578,0.9263,1.2058,0.4401,-0.0273,0.7773,60.3644,146.9199,276.9944,169.1459,199.4359,108.6042
XC0394N49625PK12G,PASS,0,A7,664024863.4,A7,0.5771,0.9255,1.2051,0.4394,-0.0427,0.7792,59.7348,145.9474,278.2686,169.4939,198.7129,108.6229
XC0394N49625PK12G,PASS,0,A7,664024949.5,A7,0.5768,0.926,1.2047,0.4392,-0.0344,0.7761,60.0382,145.9646,278.8682,169.2622,198.7007,108.5605
XC0394N49625PK12G,PASS,0,A7,664025036,A7,0.5767,0.9252,1.2045,0.4391,-0.026,0.7796,60.131,145.5363,278.9681,169.9971,198.6761,108.2294
XC0394N49625PK12G,PASS,0,A7,664025123.4,A7,0.5767,0.9258,1.2046,0.4391,-0.0326,0.7766,60.2845,146.0685,279.118,170.3123,198.7864,108.4605
3G9267X04PN2A41K5,PASS,0,A7,664026040,A7,0.5758,0.9082,1.2046,0.4384,-0.0472,0.7787,59.4854,144.8532,277.3192,169.5908,196.7277,107.4487
3G9267X04PN2A41K5,PASS,0,A7,664025693.8,A7,0.576,0.9088,1.2044,0.4385,-0.0436,0.777,60.5717,144.876,276.5447,169.7233,196.642,107.5424
3G9267X04PN2A41K5,PASS,0,A7,664025780.3,A7,0.5759,0.9082,1.2044,0.4385,-0.0353,0.7773,59.3576,145.0824,276.145,169.8364,196.1273,107.4549
3G9267X04PN2A41K5,PASS,0,A7,664025866.3,A7,0.5759,0.9082,1.2045,0.4384,-0.0154,0.7775,58.5423,144.4782,275.8951,169.1149,196.4827,107.0864
3G9267X04PN2A41K5,PASS,0,A7,664025953.3,A7,0.5758,0.9082,1.2043,0.4384,-0.0356,0.78,59.2761,145.1385,276.4448,169.9751,196.4949,107.38
0WP2439AN25S1KN6G,PASS,0,A7,664026466.2,A7,0.5771,0.9104,1.2039,0.4399,-0.0414,0.7766,60.3882,148.6807,283.5401,173.2313,200.0854,110.453
0WP2439AN25S1KN6G,PASS,0,A7,664026552.6,A7,0.5769,0.9103,1.2041,0.4398,-0.0328,0.7782,60.3491,148.5295,283.5651,173.2907,199.8525,110.3531
0WP2439AN25S1KN6G,PASS,0,A7,664026639.7,A7,0.5769,0.9103,1.204,0.4397,-0.0352,0.7776,59.9977,148.6577,283.3403,173.0844,200.0486,110.378
0WP2439AN25S1KN6G,PASS,0,A7,664026726.4,A7,0.5768,0.9103,1.2041,0.4397,-0.0282,0.777,60.6324,148.6946,283.3403,173.0301,200.0609,110.3343
0WP2439AN25S1KN6G,PASS,0,A7,664026813.8,A7,0.5768,0.9103,1.2038,0.4397,-0.042,0.7787,60.2631,148.7245,283.6651,173.3664,200.3795,110.428
03X5961G2NDA4K2YP,PASS,0,A7,664027300.5,A7,0.5759,0.9086,1.2154,0.4384,-0.0486,0.7786,58.9498,143.1354,282.8906,167.2041,202.1686,110.2906
03X5961G2NDA4K2YP,PASS,0,A7,664027386.6,A7,0.5757,0.9092,1.2152,0.4383,-0.0288,0.7795,58.9164,142.9141,282.8406,166.6318,201.9357,110.3468
03X5961G2NDA4K2YP,PASS,0,A7,664027473.4,A7,0.5756,0.9084,1.2152,0.4382,-0.0034,0.7776,59.1916,143.0576,282.9905,167.2554,202.046,110.4842
03X5961G2NDA4K2YP,PASS,0,A7,664027560.2,A7,0.5756,0.9085,1.2152,0.4382,-0.033,0.7787,58.9073,142.7995,282.8656,166.6877,202.2053,110.3593
03X5961G2NDA4K2YP,PASS,0,A7,664027647.8,A7,0.5756,0.9085,1.2152,0.4382,-0.028,0.7767,58.4457,142.4018,282.7157,166.5736,202.0583,110.4155
21N0K5PW629GRA34P,PASS,0,A7,664028130.4,A7,0.5771,0.9109,1.2051,0.4397,-0.0189,0.7767,60.309,147.4364,277.3192,171.5649,196.8625,108.4918
21N0K5PW629GRA34P,PASS,0,A7,664028217.7,A7,0.5769,0.9111,1.2044,0.4396,-0.023,0.7778,59.8233,146.8249,277.644,171.4463,196.4336,108.3169
21N0K5PW629GRA34P,PASS,0,A7,664028304.5,A7,0.5768,0.9108,1.2044,0.4396,-0.0232,0.7767,59.9466,146.579,276.9444,171.0841,196.5439,108.2794
21N0K5PW629GRA34P,PASS,0,A7,664028391,A7,0.5768,0.911,1.2059,0.4395,-0.0099,0.7785,59.6747,146.8936,277.4691,171.0612,196.5684,108.4356
21N0K5PW629GRA34P,PASS,0,A7,664028477.8,A7,0.5768,0.9111,1.2045,0.4395,-0.0459,0.7803,59.7474,146.7099,278.1686,173.544,196.5317,108.3793
9GU3K1NA5H2P4026X,PASS,0,A7,664028963.3,A7,0.576,0.9079,1.2129,0.4385,-0.0373,0.7755,59.3265,143.9213,281.9912,168.037,201.6171,110.5154
9GU3K1NA5H2P4026X,PASS,0,A7,664029050.2,A7,0.5758,0.9081,1.2134,0.4383,-0.043,0.779,59.036,143.4258,281.7413,167.6457,201.5191,110.4905
9GU3K1NA5H2P4026X,PASS,0,A7,664029136.9,A7,0.5757,0.9082,1.2128,0.4383,-0.03,0.778,58.3031,142.9957,281.9912,167.4609,201.4578,110.5154
9GU3K1NA5H2P4026X,PASS,0,A7,664029223.6,A7,0.5757,0.9079,1.2128,0.4383,-0.025,0.78,58.7488,143.2373,282.0661,167.5027,201.225,110.5592
9GU3K1NA5H2P4026X,PASS,0,A7,664029309.9,A7,0.5757,0.9078,1.2128,0.4383,-0.0297,0.779,58.8966,143.1988,282.3159,168.179,201.5681,110.097
4562X29K39ANG1P02,PASS,0,A7,664029881,A7,0.5759,0.9074,1.2167,0.4383,-0.0382,0.7782,59.2219,144.4274,288.5619,168.5075,205.3669,110.0283
4562X29K39ANG1P02,PASS,0,A7,664029967.6,A7,0.5757,0.9081,1.2166,0.4382,-0.014,0.7771,59.6483,144.7251,288.8117,169.6165,204.987,112.2456
4562X29K39ANG1P02,PASS,0,A7,664030053.7,A7,0.5756,0.9075,1.2167,0.4382,-0.041,0.7764,58.7824,143.8398,288.2371,168.6248,204.4969,112.4142
4562X29K39ANG1P02,PASS,0,A7,664030140,A7,0.5756,0.9075,1.2166,0.4381,-0.0316,0.7775,59.3914,144.5661,288.2371,169.0589,204.6194,112.3767
4562X29K39ANG1P02,PASS,0,A7,664030226.8,A7,0.5756,0.9075,1.2167,0.4381,-0.0422,0.7794,58.8221,144.0088,288.8117,169.0524,205.0973,112.4517
NP92EU1405139K6G2,PASS,0,A7,664031091.5,A7,0.5766,0.9234,1.2045,0.4391,-0.023,0.7768,61.5947,149.6107,283.8649,174.9545,201.1025,110.3468
NP92EU1405139K6G2,PASS,0,A7,664031176.8,A7,0.5761,0.9232,1.2041,0.4387,-0.0435,0.7774,61.3329,149.0294,283.5651,174.5772,200.7593,110.4967
NP92EU1405139K6G2,PASS,0,A7,664031265.1,A7,0.5762,0.9235,1.2042,0.4388,-0.0116,0.7771,60.8831,149.1647,283.4402,174.4823,200.6,110.3968
NP92EU1405139K6G2,PASS,0,A7,664031351.8,A7,0.5763,0.9237,1.2043,0.4389,-0.0124,0.776,61.8941,149.132,284.1398,175.1871,200.9186,110.1282
NP92EU1405139K6G2,PASS,0,A7,664031438.2,A7,0.5763,0.9232,1.2042,0.4389,-0.0382,0.7773,61.2132,148.952,283.6651,174.8158,200.8329,110.1782
9L9350C12KNP2G6F4,PASS,0,D4,664014349.1,D4,0.577,0.9134,1.2091,0.4394,-0.0623,0.7774,58.8473,149.4369,301.0337,178.6884,201.881,112.8031
9L9350C12KNP2G6F4,PASS,0,D4,664014435.8,D4,0.577,0.9147,1.2091,0.4394,-0.0463,0.7811,59.1294,149.1412,301.4095,179.0499,201.9179,112.9095
9L9350C12KNP2G6F4,PASS,0,D4,664014521.8,D4,0.577,0.9138,1.2131,0.4395,-0.0546,0.779,59.2026,149.3657,301.0838,178.8608,202.0284,112.9784
9L9350C12KNP2G6F4,PASS,0,D4,664014607.9,D4,0.577,0.9136,1.212,0.4395,-0.0337,0.7788,59.1373,149.0611,301.3093,178.9104,201.967,112.9534
9L9350C12KNP2G6F4,PASS,0,D4,664014694.2,D4,0.577,0.9138,1.2106,0.4394,-0.0477,0.7794,58.8622,148.9437,300.733,178.3829,202.1022,112.7216
369E41G025P9NKGD2,PASS,0,D4,664015250.4,D4,0.5768,0.913,1.2121,0.4392,-0.0332,0.7786,57.8904,145.7118,295.9726,173.9867,198.2442,110.5293
369E41G025P9NKGD2,PASS,0,D4,664015336.6,D4,0.5765,0.9123,1.2063,0.4391,-0.0338,0.7766,57.7399,145.2029,295.6469,173.9066,197.9247,110.7298
369E41G025P9NKGD2,PASS,0,D4,664015424.2,D4,0.5765,0.9109,1.2079,0.439,-0.0669,0.7812,57.4339,144.1357,295.5968,173.7111,197.7158,110.7298
369E41G025P9NKGD2,PASS,0,D4,664015511,D4,0.5764,0.911,1.2122,0.439,-0.0503,0.7795,57.4259,145.1821,295.6469,173.6266,197.9739,110.6358
369E41G025P9NKGD2,PASS,0,D4,664015596.3,D4,0.5764,0.9124,1.2115,0.439,-0.0336,0.7776,57.8698,145.5272,295.3963,173.213,198.4285,110.7924
9G0145KN3W6A22P59,PASS,0,D4,664016151.1,D4,0.5765,0.909,1.2135,0.4384,-0.0251,0.7788,58.1285,148.2562,294.7198,176.3691,198.367,111.3499
9G0145KN3W6A22P59,PASS,0,D4,664016237.7,D4,0.5763,0.9071,1.2131,0.4383,-0.0432,0.7785,58.2739,148.1698,294.4442,175.8906,198.281,110.047
9G0145KN3W6A22P59,PASS,0,D4,664016324.5,D4,0.5763,0.909,1.211,0.4383,-0.0644,0.779,58.24,148.2718,294.5445,175.9938,198.0599,111.4313
9G0145KN3W6A22P59,PASS,0,D4,664016412.1,D4,0.5763,0.9093,1.2072,0.4383,-0.0391,0.7788,58.104,148.2669,294.5946,175.9452,198.2196,111.2246
9G0145KN3W6A22P59,PASS,0,D4,664016498,D4,0.5763,0.9067,1.2121,0.4383,-0.0386,0.7794,58.0425,147.9392,294.8702,175.9182,197.7404,111.2497
P4GW63AN1502WK29J,PASS,0,D4,664017051.8,D4,0.578,0.9106,1.2089,0.4403,-0.0652,0.7785,57.7654,145.8161,287.2034,174.6108,192.5923,108.3245
P4GW63AN1502WK29J,PASS,0,D4,664017138.9,D4,0.5777,0.9078,1.2121,0.4402,-0.0389,0.7771,57.9571,145.5536,287.5542,174.8313,192.8995,108.2619
P4GW63AN1502WK29J,PASS,0,D4,664017484.5,D4,0.5776,0.9086,1.2129,0.4401,-0.046,0.7775,57.1059,145.6619,287.1282,174.6658,192.1009,108.4122
P4GW63AN1502WK29J,PASS,0,D4,664017311.1,D4,0.5777,0.9086,1.2101,0.4402,-0.074,0.7793,57.2437,145.1787,287.3537,174.1097,192.3712,108.3558
P4GW63AN1502WK29J,PASS,0,D4,664017397.7,D4,0.5777,0.9083,1.213,0.4402,-0.0475,0.7782,57.3222,145.2716,288.0052,175.0638,192.2729,108.4874
5N1GKAP92W6E20304,PASS,0,D4,664017948.8,D4,0.5761,0.9076,1.213,0.4383,-0.0642,0.7803,57.2372,143.2636,282.5683,170.4029,191.5357,107.1031
5N1GKAP92W6E20304,PASS,0,D4,664018035.3,D4,0.5759,0.908,1.2127,0.4382,-0.0574,0.7779,56.4508,142.5826,282.2676,169.7015,191.7077,107.1344
5N1GKAP92W6E20304,PASS,0,D4,664018121.4,D4,0.5759,0.908,1.2128,0.4382,-0.0689,0.7785,56.9366,142.986,282.1924,170.5238,191.4743,106.6959
